Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL05,OUT017,1000
DRK49,OUT010,1000
NCE18,OUT027,1000
FDG40,OUT049,1000
DRI59,OUT045,1000
FDK28,OUT035,1000
NCD06,OUT019,1000
FDO11,OUT019,1000
FDK27,OUT046,1000
FDT43,OUT027,1000
FDD38,OUT018,1000
FDA16,OUT049,1000
FDL14,OUT027,1000
NCM17,OUT049,1000
FDD20,OUT045,1000
FDA40,OUT045,1000
FDL43,OUT045,1000
FDV15,OUT045,1000
FDE52,OUT046,1000
NCL17,OUT010,1000
NCJ31,OUT045,1000
FDR60,OUT045,1000
NCA18,OUT035,1000
FDS21,OUT027,1000
FDW09,OUT035,1000
FDL26,OUT035,1000
FDS47,OUT018,1000
FDC39,OUT046,1000
FDT51,OUT035,1000
FDK40,OUT035,1000
NCG19,OUT045,1000
FDZ07,OUT046,1000
FDF08,OUT027,1000
FDO04,OUT013,1000
FDK41,OUT018,1000
FDP15,OUT049,1000
NCD43,OUT018,1000
NCP18,OUT013,1000
FDZ51,OUT046,1000
DRH13,OUT035,1000
FDF38,OUT045,1000
NCI43,OUT045,1000
FDM38,OUT027,1000
FDS03,OUT013,1000
DRJ47,OUT017,1000
FDT50,OUT010,1000
FDV02,OUT046,1000
NCG18,OUT017,1000
FDW52,OUT046,1000
FDS40,OUT035,1000
FDN31,OUT017,1000
FDA37,OUT045,1000
FDA15,OUT046,1000
FDL39,OUT046,1000
FDJ53,OUT045,1000
FDX22,OUT013,1000
NCZ42,OUT045,1000
FDD56,OUT027,1000
FDD40,OUT017,1000
FDS50,OUT013,1000
NCN14,OUT013,1000
FDT15,OUT013,1000
NCS18,OUT027,1000
NCO26,OUT010,1000
FDF58,OUT018,1000
NCB19,OUT013,1000
FDH26,OUT017,1000
DRB24,OUT027,1000
FDA49,OUT018,1000
FDB32,OUT045,1000
FDI36,OUT017,1000
NCA17,OUT010,1000
FDH22,OUT013,1000
NCM26,OUT018,1000
FDT15,OUT027,1000
FDB16,OUT018,1000
NCP54,OUT027,1000
FDJ36,OUT013,1000
FDO28,OUT045,1000
FDU09,OUT013,1000
FDF29,OUT017,1000
FDY08,OUT013,1000
DRJ59,OUT018,1000
FDT23,OUT027,1000
FDU15,OUT018,1000
FDT47,OUT013,1000
FDI53,OUT019,1000
FDR59,OUT018,1000
FDD53,OUT035,1000
FDY51,OUT017,1000
FDT04,OUT049,1000
FDU51,OUT049,1000
FDG14,OUT035,1000
NCU06,OUT045,1000
DRG25,OUT046,1000
DRH49,OUT035,1000
FDN15,OUT035,1000
FDL43,OUT018,1000
NCT18,OUT049,1000
NCB31,OUT013,1000
FDK57,OUT035,1000
FDY04,OUT019,1000
NCP54,OUT046,1000
FDF41,OUT013,1000
FDM01,OUT045,1000
FDW03,OUT045,1000
FDF28,OUT045,1000
FDY37,OUT017,1000
FDQ03,OUT017,1000
FDP51,OUT027,1000
FDJ40,OUT017,1000
FDC32,OUT049,1000
DRI49,OUT027,1000
NCW54,OUT017,1000
FDF09,OUT017,1000
FDP45,OUT018,1000
DRJ23,OUT018,1000
FDS59,OUT017,1000
FDY08,OUT046,1000
FDX16,OUT049,1000
FDY16,OUT018,1000
FDK32,OUT035,1000
FDQ22,OUT013,1000
NCC31,OUT018,1000
FDG58,OUT049,1000
DRF48,OUT013,1000
DRH36,OUT049,1000
NCR30,OUT035,1000
FDB03,OUT019,1000
FDZ28,OUT027,1000
FDR35,OUT017,1000
DRD15,OUT027,1000
FDJ33,OUT019,1000
FDA56,OUT010,1000
FDP56,OUT046,1000
NCT30,OUT046,1000
FDK15,OUT017,1000
FDH44,OUT018,1000
FDV01,OUT013,1000
DRG03,OUT017,1000
FDG50,OUT027,1000
FDR16,OUT010,1000
FDZ60,OUT046,1000
DRG03,OUT045,1000
FDS56,OUT018,1000
FDU33,OUT045,1000
DRD27,OUT035,1000
FDW22,OUT046,1000
DRA24,OUT045,1000
FDF38,OUT049,1000
FDX48,OUT013,1000
FDS58,OUT018,1000
FDC32,OUT046,1000
NCQ29,OUT045,1000
DRK39,OUT018,1000
NCS38,OUT017,1000
DRO47,OUT013,1000
DRG27,OUT027,1000
FDC57,OUT027,1000
FDS55,OUT046,1000
NCJ06,OUT018,1000
FDO01,OUT019,1000
NCM55,OUT045,1000
FDC52,OUT049,1000
FDQ15,OUT045,1000
NCT30,OUT027,1000
NCR42,OUT027,1000
FDD28,OUT035,1000
FDQ34,OUT049,1000
FDZ12,OUT027,1000
DRE13,OUT019,1000
NCN07,OUT019,1000
FDM28,OUT035,1000
FDI10,OUT017,1000
FDQ25,OUT013,1000
FDA38,OUT010,1000
DRI13,OUT049,1000
FDY20,OUT027,1000
NCZ53,OUT035,1000
NCM31,OUT013,1000
DRB01,OUT017,1000
DRF37,OUT046,1000
NCF42,OUT049,1000
FDF16,OUT018,1000
FDB41,OUT013,1000
FDR34,OUT013,1000
FDR15,OUT018,1000
NCV42,OUT019,1000
FDW51,OUT035,1000
FDU36,OUT017,1000
FDX60,OUT049,1000
FDY03,OUT035,1000
FDW55,OUT045,1000
FDT01,OUT010,1000
FDG58,OUT013,1000
FDK21,OUT017,1000
NCS41,OUT019,1000
FDS10,OUT045,1000
NCT53,OUT046,1000
FDJ28,OUT018,1000
FDX44,OUT045,1000
FDT20,OUT018,1000
FDO44,OUT017,1000
NCX17,OUT049,1000
FDY01,OUT017,1000
FDJ12,OUT027,1000
DRK35,OUT018,1000
FDD47,OUT019,1000
NCM53,OUT035,1000
FDO45,OUT013,1000
NCM42,OUT010,1000
FDE04,OUT046,1000
NCI30,OUT027,1000
FDZ19,OUT013,1000
FDW57,OUT013,1000
FDA25,OUT013,1000
FDT22,OUT046,1000
FDP51,OUT013,1000
FDD48,OUT027,1000
FDY39,OUT035,1000
FDO48,OUT010,1000
FDD23,OUT027,1000
DRN35,OUT027,1000
FDT01,OUT035,1000
FDC20,OUT010,1000
DRJ35,OUT035,1000
FDB32,OUT046,1000
FDL24,OUT046,1000
NCV42,OUT035,1000
FDZ46,OUT046,1000
FDC15,OUT013,1000
FDD08,OUT019,1000
FDY50,OUT049,1000
FDD36,OUT013,1000
FDG57,OUT027,1000
FDL21,OUT018,1000
FDN16,OUT027,1000
FDJ09,OUT027,1000
FDS01,OUT010,1000
FDV33,OUT017,1000
DRE12,OUT017,1000
FDR07,OUT013,1000
FDP48,OUT010,1000
NCB55,OUT035,1000
FDQ08,OUT013,1000
FDR34,OUT035,1000
FDO33,OUT046,1000
FDP13,OUT045,1000
FDX12,OUT049,1000
NCT06,OUT049,1000
FDR16,OUT019,1000
FDE36,OUT046,1000
FDZ36,OUT049,1000
FDV13,OUT045,1000
NCZ17,OUT035,1000
FDU56,OUT045,1000
FDM09,OUT035,1000
FDV02,OUT017,1000
FDS34,OUT018,1000
FDA11,OUT049,1000
FDP09,OUT017,1000
FDB29,OUT027,1000
FDT19,OUT017,1000
DRH15,OUT017,1000
FDY38,OUT046,1000
FDF14,OUT027,1000
FDN48,OUT010,1000
FDQ12,OUT013,1000
NCJ43,OUT045,1000
FDE17,OUT019,1000
FDB05,OUT035,1000
FDH10,OUT045,1000
NCR06,OUT017,1000
FDU32,OUT018,1000
FDD56,OUT049,1000
FDO36,OUT018,1000
FDH16,OUT010,1000
FDX10,OUT018,1000
FDZ37,OUT017,1000
FDU31,OUT010,1000
DRC49,OUT049,1000
FDL15,OUT045,1000
FDN32,OUT019,1000
DRH59,OUT027,1000
NCU29,OUT049,1000
FDR37,OUT019,1000
FDS14,OUT018,1000
FDU02,OUT027,1000
FDJ08,OUT035,1000
NCZ06,OUT045,1000
FDO31,OUT049,1000
FDH31,OUT018,1000
FDS58,OUT017,1000
NCA53,OUT027,1000
FDF50,OUT046,1000
NCW42,OUT049,1000
NCQ17,OUT045,1000
FDK51,OUT018,1000
NCW41,OUT010,1000
NCR29,OUT017,1000
FDB08,OUT019,1000
FDA40,OUT027,1000
FDL14,OUT018,1000
FDB47,OUT046,1000
FDO03,OUT035,1000
DRK13,OUT019,1000
FDX13,OUT010,1000
FDF52,OUT046,1000
FDT11,OUT013,1000
FDB08,OUT013,1000
FDQ28,OUT018,1000
FDD29,OUT045,1000
NCQ29,OUT027,1000
NCO02,OUT013,1000
FDR56,OUT010,1000
NCM54,OUT049,1000
FDP51,OUT035,1000
FDT38,OUT013,1000
FDZ20,OUT018,1000
FDJ53,OUT013,1000
FDX13,OUT049,1000
FDP58,OUT035,1000
NCK31,OUT019,1000
FDA35,OUT018,1000
FDV37,OUT018,1000
NCO07,OUT027,1000
FDA20,OUT045,1000
FDZ59,OUT035,1000
NCY17,OUT017,1000
FDQ28,OUT035,1000
FDV35,OUT017,1000
FDQ36,OUT013,1000
FDD34,OUT018,1000
FDK51,OUT045,1000
FDV31,OUT035,1000
FDR04,OUT035,1000
FDR14,OUT049,1000
DRC36,OUT010,1000
FDE39,OUT019,1000
FDP57,OUT049,1000
FDE57,OUT046,1000
NCN18,OUT046,1000
NCQ05,OUT018,1000
FDW47,OUT035,1000
FDV46,OUT035,1000
NCP29,OUT045,1000
FDE09,OUT018,1000
NCU06,OUT027,1000
FDT19,OUT010,1000
DRF15,OUT017,1000
DRI51,OUT013,1000
NCX54,OUT013,1000
DRE01,OUT013,1000
NCB07,OUT045,1000
FDU50,OUT035,1000
FDG40,OUT035,1000
FDW10,OUT018,1000
FDX51,OUT013,1000
NCP17,OUT045,1000
FDP21,OUT035,1000
FDL04,OUT045,1000
FDV23,OUT013,1000
FDF24,OUT046,1000
FDH56,OUT027,1000
FDB51,OUT049,1000
FDI58,OUT027,1000
FDR20,OUT013,1000
FDC51,OUT018,1000
FDB16,OUT027,1000
FDE40,OUT049,1000
NCM17,OUT035,1000
FDU56,OUT035,1000
FDS32,OUT019,1000
FDX02,OUT049,1000
FDT39,OUT027,1000
FDE35,OUT017,1000
NCI42,OUT019,1000
DRL23,OUT046,1000
FDA10,OUT046,1000
FDA11,OUT013,1000
NCM06,OUT046,1000
NCT05,OUT035,1000
NCQ02,OUT010,1000
NCY06,OUT049,1000
FDY56,OUT035,1000
FDL02,OUT035,1000
NCI06,OUT035,1000
FDQ14,OUT045,1000
FDQ12,OUT017,1000
FDP36,OUT046,1000
FDK21,OUT027,1000
FDO40,OUT045,1000
NCK54,OUT019,1000
FDY09,OUT018,1000
NCW30,OUT049,1000
NCC55,OUT027,1000
FDE58,OUT018,1000
FDR39,OUT013,1000
FDU28,OUT049,1000
FDH08,OUT017,1000
FDG35,OUT045,1000
FDG22,OUT049,1000
FDC34,OUT035,1000
FDP15,OUT018,1000
FDK34,OUT010,1000
FDU45,OUT035,1000
FDQ04,OUT027,1000
FDX22,OUT018,1000
FDB45,OUT017,1000
NCH43,OUT027,1000
DRE60,OUT046,1000
FDD17,OUT027,1000
NCM54,OUT017,1000
NCH55,OUT013,1000
NCT06,OUT017,1000
FDA48,OUT027,1000
FDY58,OUT027,1000
FDO25,OUT045,1000
FDN50,OUT045,1000
FDH35,OUT035,1000
FDK09,OUT045,1000
FDO16,OUT013,1000
FDW11,OUT045,1000
FDU47,OUT027,1000
NCQ42,OUT010,1000
FDK55,OUT027,1000
FDN08,OUT049,1000
FDT57,OUT045,1000
FDJ12,OUT018,1000
DRL59,OUT017,1000
NCN53,OUT046,1000
FDO51,OUT010,1000
FDK56,OUT017,1000
FDY12,OUT035,1000
FDU15,OUT035,1000
FDQ19,OUT046,1000
DRF15,OUT045,1000
DRE25,OUT019,1000
FDK57,OUT018,1000
FDD33,OUT010,1000
FDR34,OUT027,1000
FDU04,OUT045,1000
FDE35,OUT019,1000
NCD31,OUT035,1000
FDJ56,OUT035,1000
NCU53,OUT046,1000
FDD39,OUT035,1000
NCU17,OUT019,1000
FDJ20,OUT046,1000
NCW41,OUT018,1000
FDL52,OUT035,1000
FDS39,OUT035,1000
DRJ47,OUT045,1000
FDP13,OUT010,1000
DRK39,OUT010,1000
FDF28,OUT010,1000
FDB09,OUT045,1000
FDM51,OUT046,1000
DRM49,OUT018,1000
DRF23,OUT013,1000
DRH01,OUT035,1000
FDH12,OUT027,1000
FDA28,OUT019,1000
FDW37,OUT018,1000
FDF02,OUT046,1000
DRL37,OUT046,1000
NCF43,OUT046,1000
FDH08,OUT010,1000
FDR34,OUT019,1000
NCK19,OUT049,1000
NCD55,OUT018,1000
FDT27,OUT049,1000
FDQ57,OUT045,1000
FDA47,OUT035,1000
DRG15,OUT027,1000
FDE05,OUT018,1000
FDN46,OUT046,1000
FDX27,OUT027,1000
FDT51,OUT045,1000
FDU33,OUT013,1000
FDJ16,OUT027,1000
FDD20,OUT019,1000
FDT36,OUT049,1000
DRF15,OUT027,1000
FDN52,OUT010,1000
FDC22,OUT027,1000
FDX15,OUT045,1000
FDT13,OUT013,1000
FDU04,OUT017,1000
FDU31,OUT019,1000
FDW59,OUT027,1000
NCO29,OUT046,1000
FDL15,OUT035,1000
FDI41,OUT049,1000
FDQ48,OUT049,1000
DRI39,OUT013,1000
FDI08,OUT013,1000
FDC21,OUT049,1000
FDF58,OUT035,1000
FDS08,OUT010,1000
FDE47,OUT045,1000
NCP18,OUT019,1000
NCR41,OUT013,1000
FDA27,OUT013,1000
FDA43,OUT035,1000
FDA49,OUT045,1000
NCE55,OUT018,1000
DRM49,OUT027,1000
FDF22,OUT027,1000
FDQ15,OUT018,1000
NCS54,OUT017,1000
NCY05,OUT013,1000
FDR45,OUT046,1000
FDK57,OUT049,1000
FDF41,OUT010,1000
FDV21,OUT046,1000
FDD51,OUT046,1000
FDF33,OUT046,1000
FDA38,OUT046,1000
FDR56,OUT045,1000
NCN41,OUT017,1000
FDC60,OUT027,1000
FDB47,OUT045,1000
DRH01,OUT013,1000
FDW08,OUT046,1000
FDF38,OUT027,1000
FDY32,OUT017,1000
FDG34,OUT049,1000
FDG47,OUT019,1000
NCF18,OUT035,1000
FDL39,OUT019,1000
NCH55,OUT035,1000
DRJ35,OUT049,1000
FDS44,OUT035,1000
DRE01,OUT018,1000
FDY39,OUT013,1000
FDY32,OUT018,1000
FDR33,OUT027,1000
NCP50,OUT049,1000
FDZ47,OUT018,1000
FDU57,OUT049,1000
FDY44,OUT013,1000
DRH59,OUT018,1000
FDB03,OUT027,1000
FDY46,OUT045,1000
FDM39,OUT045,1000
FDY36,OUT035,1000
NCM55,OUT035,1000
FDJ50,OUT010,1000
DRL60,OUT013,1000
NCJ54,OUT049,1000
FDX59,OUT017,1000
FDI07,OUT013,1000
DRF51,OUT010,1000
FDM14,OUT017,1000
FDP21,OUT045,1000
FDE40,OUT035,1000
FDE05,OUT035,1000
FDM13,OUT027,1000
FDC34,OUT027,1000
NCI55,OUT018,1000
NCE43,OUT018,1000
FDW58,OUT018,1000
FDG60,OUT045,1000
FDV31,OUT017,1000
FDR47,OUT013,1000
FDM60,OUT019,1000
NCF06,OUT018,1000
NCN26,OUT027,1000
FDQ59,OUT049,1000
FDF09,OUT046,1000
NCS06,OUT017,1000
FDT44,OUT046,1000
FDI19,OUT017,1000
FDT22,OUT017,1000
NCF54,OUT027,1000
DRG25,OUT045,1000
FDB59,OUT017,1000
FDQ37,OUT017,1000
FDP56,OUT035,1000
FDW44,OUT035,1000
FDJ26,OUT010,1000
FDU43,OUT018,1000
FDW33,OUT045,1000
NCX53,OUT027,1000
FDN56,OUT010,1000
DRF15,OUT049,1000
FDO33,OUT017,1000
FDZ39,OUT010,1000
NCJ19,OUT017,1000
FDU01,OUT035,1000
FDT12,OUT035,1000
NCM18,OUT018,1000
FDP19,OUT017,1000
NCR42,OUT049,1000
FDN10,OUT046,1000
FDG44,OUT017,1000
FDQ10,OUT046,1000
DRH13,OUT049,1000
FDT52,OUT013,1000
FDM56,OUT045,1000
NCO43,OUT010,1000
NCV29,OUT035,1000
NCF06,OUT013,1000
FDO50,OUT035,1000
FDT59,OUT013,1000
FDX40,OUT027,1000
FDE50,OUT017,1000
FDX51,OUT017,1000
NCD30,OUT018,1000
FDK15,OUT013,1000
FDL12,OUT045,1000
FDK46,OUT017,1000
DRH49,OUT010,1000
FDQ57,OUT046,1000
FDY59,OUT017,1000
FDO09,OUT018,1000
NCG30,OUT035,1000
FDM09,OUT017,1000
NCN17,OUT027,1000
NCS42,OUT013,1000
FDD02,OUT019,1000
FDE34,OUT013,1000
FDU38,OUT045,1000
FDB33,OUT046,1000
NCJ29,OUT017,1000
FDZ27,OUT035,1000
FDI40,OUT013,1000
FDG22,OUT013,1000
FDT51,OUT017,1000
FDF20,OUT018,1000
FDV50,OUT035,1000
FDT02,OUT049,1000
DRC49,OUT017,1000
FDF26,OUT049,1000
FDV52,OUT035,1000
FDX59,OUT049,1000
FDV25,OUT035,1000
FDW23,OUT027,1000
FDE53,OUT018,1000
FDA19,OUT017,1000
FDH22,OUT046,1000
NCO41,OUT013,1000
FDX12,OUT017,1000
FDF17,OUT013,1000
FDS11,OUT045,1000
FDR51,OUT035,1000
FDT49,OUT010,1000
FDC56,OUT013,1000
FDR13,OUT027,1000
FDQ60,OUT035,1000
FDN38,OUT049,1000
NCL29,OUT013,1000
FDO13,OUT027,1000
FDE26,OUT018,1000
FDA31,OUT010,1000
FDX14,OUT035,1000
FDA34,OUT045,1000
FDF26,OUT013,1000
FDE38,OUT045,1000
DRI11,OUT046,1000
FDQ60,OUT027,1000
FDL21,OUT027,1000
DRC12,OUT027,1000
FDC47,OUT046,1000
FDE57,OUT045,1000
FDT14,OUT045,1000
NCZ53,OUT046,1000
FDE28,OUT018,1000
FDR19,OUT035,1000
NCF54,OUT019,1000
FDZ08,OUT046,1000
NCJ05,OUT018,1000
FDF59,OUT046,1000
NCO05,OUT035,1000
FDW24,OUT018,1000
NCX42,OUT018,1000
NCA53,OUT035,1000
FDI45,OUT019,1000
FDG46,OUT046,1000
FDM20,OUT010,1000
FDW11,OUT010,1000
FDX08,OUT035,1000
NCK17,OUT035,1000
FDK32,OUT018,1000
NCA42,OUT035,1000
DRI01,OUT035,1000
NCL55,OUT049,1000
DRE25,OUT018,1000
FDD14,OUT017,1000
FDB10,OUT046,1000
DRN11,OUT035,1000
FDP38,OUT018,1000
NCA30,OUT017,1000
FDT15,OUT017,1000
NCP55,OUT018,1000
FDF12,OUT035,1000
FDM21,OUT018,1000
FDX56,OUT035,1000
FDF10,OUT017,1000
FDT32,OUT045,1000
FDM51,OUT018,1000
NCR50,OUT018,1000
FDI19,OUT049,1000
FDX21,OUT017,1000
FDR31,OUT035,1000
FDY02,OUT013,1000
NCA29,OUT045,1000
NCX17,OUT046,1000
FDM12,OUT045,1000
FDI53,OUT027,1000
NCU30,OUT049,1000
FDC56,OUT027,1000
FDK27,OUT018,1000
NCK18,OUT017,1000
FDB52,OUT019,1000
DRG25,OUT027,1000
FDZ13,OUT049,1000
FDB57,OUT019,1000
FDR40,OUT046,1000
NCO14,OUT019,1000
NCN19,OUT045,1000
FDQ28,OUT019,1000
FDO13,OUT018,1000
FDK48,OUT013,1000
FDU07,OUT018,1000
FDW20,OUT046,1000
FDV12,OUT010,1000
FDH24,OUT013,1000
FDV59,OUT049,1000
FDK57,OUT045,1000
FDL16,OUT027,1000
NCQ17,OUT046,1000
FDJ15,OUT018,1000
FDX24,OUT049,1000
FDT47,OUT046,1000
FDT10,OUT049,1000
FDZ37,OUT018,1000
FDW43,OUT027,1000
DRN36,OUT017,1000
FDJ14,OUT045,1000
FDA32,OUT013,1000
FDJ38,OUT019,1000
FDQ57,OUT017,1000
NCQ41,OUT019,1000
FDG56,OUT049,1000
DRC13,OUT027,1000
FDV55,OUT035,1000
FDQ49,OUT045,1000
FDE29,OUT010,1000
FDR03,OUT013,1000
FDD45,OUT049,1000
FDN38,OUT010,1000
FDT56,OUT046,1000
FDT48,OUT045,1000
FDU03,OUT049,1000
FDC56,OUT010,1000
NCO43,OUT027,1000
FDQ27,OUT017,1000
FDR03,OUT046,1000
DRH23,OUT010,1000
FDG22,OUT045,1000
NCJ42,OUT013,1000
FDR24,OUT046,1000
FDW60,OUT035,1000
FDJ08,OUT013,1000
DRL59,OUT018,1000
FDG60,OUT010,1000
FDW27,OUT017,1000
FDX14,OUT018,1000
FDC20,OUT013,1000
NCS29,OUT018,1000
FDJ56,OUT046,1000
FDB20,OUT019,1000
FDL28,OUT027,1000
FDW01,OUT018,1000
FDL03,OUT046,1000
FDX22,OUT049,1000
FDJ21,OUT035,1000
FDR31,OUT045,1000
FDG21,OUT035,1000
FDS22,OUT027,1000
FDK08,OUT035,1000
FDE17,OUT018,1000
NCN30,OUT017,1000
FDT50,OUT046,1000
NCX42,OUT049,1000
FDJ12,OUT035,1000
NCA18,OUT027,1000
FDP23,OUT019,1000
FDX12,OUT013,1000
FDN40,OUT018,1000
FDV48,OUT035,1000
NCY54,OUT013,1000
FDL16,OUT010,1000
FDR45,OUT018,1000
FDJ52,OUT046,1000
DRG01,OUT017,1000
FDP52,OUT013,1000
FDU58,OUT017,1000
FDL02,OUT045,1000
FDG28,OUT013,1000
FDA19,OUT035,1000
FDW46,OUT027,1000
NCD43,OUT049,1000
DRG39,OUT013,1000
NCF55,OUT049,1000
FDJ07,OUT046,1000
FDE08,OUT046,1000
FDP56,OUT019,1000
FDT45,OUT045,1000
FDF17,OUT018,1000
FDX44,OUT046,1000
FDM28,OUT027,1000
FDI36,OUT049,1000
FDS07,OUT045,1000
FDD36,OUT045,1000
FDW11,OUT046,1000
FDN40,OUT049,1000
NCQ18,OUT049,1000
NCQ54,OUT017,1000
NCS42,OUT045,1000
DRH39,OUT010,1000
FDC09,OUT027,1000
FDT08,OUT010,1000
FDC08,OUT035,1000
FDT20,OUT017,1000
FDS35,OUT035,1000
FDX58,OUT018,1000
FDW58,OUT046,1000
DRD27,OUT046,1000
FDH32,OUT019,1000
FDS26,OUT035,1000
FDQ31,OUT046,1000
FDP11,OUT018,1000
FDD58,OUT017,1000
FDM33,OUT045,1000
FDZ16,OUT049,1000
NCS29,OUT010,1000
NCM18,OUT019,1000
FDP11,OUT049,1000
NCC42,OUT017,1000
DRM23,OUT046,1000
NCN55,OUT027,1000
FDK46,OUT013,1000
FDR01,OUT046,1000
NCA05,OUT045,1000
NCP43,OUT017,1000
FDR12,OUT010,1000
FDQ01,OUT013,1000
FDM13,OUT046,1000
FDQ19,OUT017,1000
FDK56,OUT019,1000
NCX06,OUT010,1000
FDO56,OUT027,1000
FDU45,OUT045,1000
FDI16,OUT019,1000
FDL32,OUT046,1000
FDA07,OUT046,1000
FDA14,OUT045,1000
FDV46,OUT027,1000
NCO07,OUT035,1000
NCP41,OUT046,1000
FDY60,OUT018,1000
FDN38,OUT017,1000
FDO15,OUT046,1000
FDT60,OUT013,1000
FDA55,OUT035,1000
FDE02,OUT010,1000
DRJ39,OUT049,1000
FDV34,OUT035,1000
FDS20,OUT027,1000
FDF02,OUT027,1000
FDW40,OUT017,1000
NCB43,OUT046,1000
FDR58,OUT017,1000
DRJ59,OUT035,1000
NCD30,OUT017,1000
FDE14,OUT017,1000
FDC28,OUT018,1000
FDU16,OUT018,1000
NCD19,OUT035,1000
FDU21,OUT046,1000
FDV59,OUT027,1000
FDU03,OUT045,1000
FDC33,OUT010,1000
NCR42,OUT035,1000
DRH59,OUT035,1000
NCM31,OUT035,1000
FDS50,OUT035,1000
FDP39,OUT046,1000
FDQ55,OUT013,1000
FDV36,OUT019,1000
FDI05,OUT027,1000
FDS45,OUT027,1000
FDA39,OUT045,1000
FDC37,OUT010,1000
FDJ60,OUT027,1000
DRQ35,OUT046,1000
NCJ06,OUT046,1000
NCY42,OUT018,1000
DRM37,OUT049,1000
FDR14,OUT045,1000
FDE51,OUT049,1000
FDT33,OUT017,1000
FDR08,OUT013,1000
FDE36,OUT010,1000
FDL22,OUT019,1000
FDR44,OUT013,1000
FDI56,OUT019,1000
FDE47,OUT010,1000
FDV27,OUT010,1000
FDV10,OUT049,1000
FDC40,OUT045,1000
NCX41,OUT013,1000
NCQ38,OUT027,1000
FDV12,OUT027,1000
FDE52,OUT017,1000
FDG20,OUT027,1000
FDV16,OUT027,1000
FDI32,OUT017,1000
FDJ32,OUT049,1000
FDN39,OUT018,1000
FDY34,OUT017,1000
FDC14,OUT035,1000
FDA55,OUT017,1000
FDZ50,OUT010,1000
DRG13,OUT049,1000
FDP01,OUT013,1000
NCG54,OUT017,1000
FDM13,OUT045,1000
NCO18,OUT027,1000
NCW41,OUT013,1000
FDM52,OUT027,1000
NCF55,OUT035,1000
FDT09,OUT046,1000
NCM19,OUT035,1000
FDW12,OUT018,1000
FDP15,OUT019,1000
FDK36,OUT045,1000
FDZ25,OUT035,1000
NCW06,OUT049,1000
FDW60,OUT046,1000
DRC49,OUT013,1000
NCT17,OUT035,1000
NCN06,OUT018,1000
FDC45,OUT013,1000
DRJ47,OUT019,1000
NCF06,OUT045,1000
FDE21,OUT010,1000
DRG27,OUT013,1000
FDW40,OUT049,1000
NCO53,OUT046,1000
FDE23,OUT049,1000
FDQ16,OUT046,1000
FDS26,OUT045,1000
FDZ13,OUT010,1000
FDS14,OUT049,1000
FDC10,OUT045,1000
FDY16,OUT049,1000
FDJ20,OUT035,1000
FDV43,OUT035,1000
FDZ32,OUT027,1000
FDR23,OUT046,1000
FDN24,OUT035,1000
FDE34,OUT027,1000
FDU31,OUT013,1000
FDW33,OUT018,1000
FDU26,OUT046,1000
FDE20,OUT027,1000
NCW05,OUT035,1000
FDB22,OUT018,1000
FDO56,OUT046,1000
FDA19,OUT027,1000
DRI39,OUT045,1000
FDH52,OUT018,1000
FDZ50,OUT035,1000
NCN42,OUT035,1000
FDB53,OUT013,1000
DRG11,OUT017,1000
DRK11,OUT027,1000
FDQ60,OUT017,1000
FDT36,OUT017,1000
DRG25,OUT018,1000
DRJ23,OUT046,1000
FDG05,OUT035,1000
NCK06,OUT018,1000
FDU52,OUT017,1000
FDW07,OUT018,1000
NCM17,OUT045,1000
FDA22,OUT045,1000
NCA41,OUT018,1000
FDF38,OUT035,1000
FDH52,OUT046,1000
FDY58,OUT019,1000
FDZ16,OUT045,1000
NCM18,OUT017,1000
FDA22,OUT018,1000
NCJ43,OUT035,1000
FDI34,OUT027,1000
FDG56,OUT046,1000
FDS34,OUT046,1000
DRC01,OUT035,1000
FDQ04,OUT035,1000
FDK04,OUT035,1000
FDT51,OUT049,1000
FDV26,OUT017,1000
FDS04,OUT049,1000
FDW43,OUT018,1000
FDQ28,OUT010,1000
NCK06,OUT017,1000
FDS23,OUT018,1000
FDZ36,OUT019,1000
FDE56,OUT018,1000
FDW10,OUT027,1000
NCN14,OUT045,1000
NCQ18,OUT045,1000
FDW08,OUT017,1000
FDU43,OUT035,1000
FDR33,OUT010,1000
FDM24,OUT010,1000
NCZ05,OUT046,1000
NCV41,OUT035,1000
FDV11,OUT018,1000
NCY05,OUT035,1000
FDV44,OUT018,1000
FDW32,OUT049,1000
NCU18,OUT027,1000
NCC43,OUT035,1000
FDW19,OUT013,1000
FDN31,OUT035,1000
FDI48,OUT045,1000
FDS24,OUT017,1000
FDF46,OUT049,1000
DRG23,OUT017,1000
FDG14,OUT018,1000
NCY30,OUT049,1000
FDO28,OUT018,1000
DRD24,OUT035,1000
FDI33,OUT049,1000
FDN32,OUT046,1000
FDR16,OUT045,1000
FDF26,OUT046,1000
NCN29,OUT018,1000
FDE20,OUT045,1000
FDA46,OUT046,1000
FDU28,OUT045,1000
FDQ48,OUT045,1000
FDV36,OUT013,1000
FDR14,OUT018,1000
FDP23,OUT017,1000
FDP56,OUT013,1000
FDK48,OUT010,1000
FDR48,OUT046,1000
NCY29,OUT049,1000
FDM22,OUT018,1000
DRJ01,OUT013,1000
FDZ43,OUT045,1000
FDV03,OUT035,1000
FDX11,OUT027,1000
NCA41,OUT027,1000
FDE38,OUT017,1000
FDI27,OUT018,1000
FDN32,OUT013,1000
